hmm
Φήμιος,Phemius,0.998421
ἐμός,my,0.994772
θέρος,summer,0.993253
Καλυψώ,Calypso,0.991536
Τηλέμαχος,Telemachus,0.991079
ἀαγής,unbroken,0.988953
αἴθρη,surround,0.986351
Ὀδυσσεύς,Odysseus,0.982538
πᾶς,all,0.982203
Ἄρτεμις,Artemis,0.976034
εὐρύχορος,spacious,0.971315
ὀρεσιτρόφος,Forth,0.970652
τε,and,0.966918
Μενέλαος,Menelaus,0.966875
αἴξ,goats,0.964964
κλυτός,glorious,0.962585
ἐκ,from,0.961313
πρῶτος,first,0.95961
καί,and,0.957592
ὅθι,where,0.955824
ἠγάθεος,sacred,0.950787
ἠδέ,and,0.948683
σπεύδω,busily,0.94863
ἐν,in,0.945825
οἶνος,wine,0.944008
παραπλήξ,harbors,0.941996
Ἥφαιστος,Hephaestus,0.935045
ἀπό,from,0.92781
κατόπισθεν,for,0.926793
εὐπλόκαμος,fairtressed,0.924384
ὑπό,beneath,0.922584
θεά,goddess,0.917564
θάνατος,death,0.916339
ὀβελός,spitted,0.914861
Ἀλκίνοος,Alcinous,0.906924
ὕδωρ,water,0.906426
ἄτερ,he,0.903832
εἰς,to,0.900554
Ζεύς,Zeus,0.895963
Ζάκυνθος,Zacynthus,0.882904
σύν,with,0.875672
Φυλώ,Phylo,0.870259
ἀντίθεος,godlike,0.870248
Ἀθήνη,Athena,0.866085
ῥιγέω,shuddered,0.863222
Ἀπόλλων,Apollo,0.863055
πῦρ,fire,0.858415
νεκρός,dead,0.858094
νύξ,night,0.854777
Κίρκη,Circe,0.853601
